id,nombre,apellido,estado_civil,dni,nacionalidad,fecha_nacimiento,direccion,codigo_postal,provincia,telefono,email,es_moroso,profesion,salario,numero_cuenta,tipo_cuenta,saldo,antiguedad_cliente,genero
2265,Máximo,Echeverría,Soltero,37299089N,Cubana,1946-05-28,"Acceso Jacinto Barco 72 Apt. 54 , Toledo, 29995",21378,La Coruña,681955082,pomboluciano@example.net,True,Profesional del trabajo social,"7834,77",ES8056477713993479415550,corriente,"20673,65",2019-12-20,Masculino
2266,Felisa,Ibáñez,Soltera,47841270M,Dominicana,1992-03-25,"Pasadizo de Adelia Leal 2, Barcelona, 27579",49802,Ciudad,687762416,valentina67@example.net,True,Trabajador de explotaciones de acuicultura,"5159,76",ES6789306668678313998360,corriente,"87400,16",2024-03-06,Femenino
2267,Fabiana,Ramis,Divorciada,51534351E,Suiza,2003-05-28,"Avenida de Haroldo Piñeiro 16 Piso 2 , Santa Cruz de Tenerife, 28216",24368,Ourense,608337173,wpascual@example.org,False,Locutor de radio,"2343,36",ES9266109977666901311969,corriente,"36260,9",2020-02-03,Femenino
2268,Dimas,Espejo,Soltero,50092267S,Gabonesa,1967-07-08,"Vial Francisco Español 9 Piso 2 , La Rioja, 47753",06659,Álava,756127557,vidal45@example.com,False,Conductor de autobús,"5572,24",ES2173430687433446022555,corriente,"42596,73",2020-01-28,Masculino
2269,Jacobo,Roura,Divorciado,87418747W,Libanesa,1972-09-14,"Calle de Toño Quesada 42 Piso 8 , Albacete, 05189",07772,Vizcaya,702852892,aaron22@example.net,False,Gerente de hoteles o restaurantes,"7511,74",ES4334321287994058245373,corriente,"29129,81",2019-07-30,Masculino
2270,Irene,Peñas,Viuda,82439313E,Portuguesa,1962-02-12,"Camino de Juana Macías 10, Soria, 17812",20761,Ceuta,688507354,clementeconrado@example.com,True,Actuario,"7686,9",ES6644256151656896970553,corriente,"50873,24",2022-04-16,Femenino
2271,Maricruz,Gomis,Casada,11324738K,Portuguesa,1965-11-16,"Plaza Miriam Roig 51, Toledo, 13240",17672,Málaga,711493894,ferrerraimundo@example.org,False,Cajero,"1645,74",ES8492878439181512007768,corriente,"34390,55",2021-11-08,Femenino
2272,María Pilar,Aguilera,Divorciada,32079911V,Finlandesa,1982-02-11,"Cuesta José María Busquets 1 Apt. 43 , Palencia, 46069",08413,Burgos,753196502,aguilarmaite@example.net,False,Técnico de laboratorio médico,"2543,19",ES7639956178640383810430,corriente,"90815,92",2021-08-18,Femenino
2273,Simón,Pallarès,Casado,67606064W,Yemení,2006-08-22,"Via Yago Catalán 21, La Coruña, 32744",10547,Huelva,697989830,dsanmiguel@example.net,False,Operador de máquinas de movimiento de tierras,"7891,63",ES1679923266704088630116,corriente,"58919,24",2022-09-30,Masculino
2274,Obdulia,Valle,Soltera,29554119Q,Beninesa,1986-06-02,"Calle Jovita Blanca 31, Segovia, 47910",49533,Salamanca,718139446,badiacandelario@example.com,True,Clasificador de desechos,"2496,9",ES3001630515029004526950,corriente,"71188,01",2024-07-03,Femenino
2275,Amador,Collado,Soltero,68220634N,Yemení,1956-01-22,"Acceso Nélida Bayo 95 Piso 2 , Cáceres, 33360",30711,Teruel,795525913,taniacasas@example.net,True,Secretario administrativo,"3904,21",ES0209784555764194632746,corriente,"15874,82",2018-01-15,Masculino
2276,Sosimo,Cortina,Viudo,67557730Z,Bruneana,1956-06-09,"Urbanización Charo Galvez 68, Girona, 26818",02829,Santa Cruz de Tenerife,666041583,custodiobarco@example.net,False,Instalador y reparador en tecnología de la información y las comunicaciones,"1857,48",ES7485722577046225342776,corriente,"99109,15",2021-03-27,Masculino
2277,Visitación,Bayona,Soltera,25308774B,Etíope,1967-01-09,"Vial de Salvador Olivares 15 Puerta 5 , Lugo, 15709",44561,Segovia,752146103,alejo34@example.org,False,Administrador de sistemas,"3620,13",ES5961988354643747437252,corriente,"14542,75",2019-02-04,Femenino
2278,Victorino,Barreda,Soltero,52470142N,Colombiana,1970-05-22,"Alameda de Celia Castrillo 45, Madrid, 34046",23586,Pontevedra,734232778,alfarojavier@example.com,False,Oficial de cubierta,"6471,81",ES5569773287817724859954,corriente,"25031,15",2025-05-31,Masculino
2279,Rosalina,Borrell,Casada,44424698Z,Laosiana,1979-09-11,"Plaza de Lorenzo Medina 98 Apt. 06 , Tarragona, 36088",38686,La Rioja,651778937,xelorza@example.net,True,Empleado encargado de las nóminas,"5234,04",ES6743162870436537653507,corriente,"48708,28",2019-11-12,Femenino
2280,Delia,Egea,Casada,16282517N,Rumana,1950-05-08,"Avenida de Fernanda Domínguez 38, Barcelona, 30470",34853,Málaga,656636525,maria-carmen14@example.com,False,Historiador,"7761,46",ES3112944221828933195439,corriente,"61357,5",2022-11-13,Femenino
2281,Ciro,Esteban,Divorciado,31328519N,Monegasca,1950-06-12,"Pasaje Paola Samper 98, Santa Cruz de Tenerife, 26904",15004,Burgos,786454740,arcelia37@example.com,False,Director de recursos humanos,"5113,18",ES2452412565222493179364,corriente,"11576,58",2019-05-11,Masculino
2282,Macarena,Leal,Divorciada,45502350R,Mexicana,1969-11-16,"Via Lalo Amigó 4 Apt. 36 , Tarragona, 33487",33280,Cádiz,695615639,ana-belencanovas@example.com,False,Médico general,"4589,63",ES3199654441854470361502,corriente,"17520,95",2021-09-23,Femenino
2283,Albino,Castilla,Divorciado,46307368L,China,1969-06-08,"Calle Oriana Montoya 51 Puerta 8 , Baleares, 01335",48855,Guipúzcoa,703578369,lcaballero@example.org,False,Minero,"3312,22",ES0229285125047922636422,corriente,"11118,72",2021-02-05,Masculino
2284,Liliana,Trillo,Casada,30185473C,Burundesa,1965-04-10,"Glorieta de Federico Vizcaíno 7 Apt. 63 , Girona, 49489",45913,Álava,759591447,scorral@example.com,False,Operador de instalaciones de vidriería y cerámica,"6737,87",ES9258015576486523400699,corriente,"35955,9",2021-09-22,Femenino
2285,Toni,Revilla,Viudo,89815756C,Birmana,1967-12-24,"Cañada José Simó 630 Piso 7 , Albacete, 47347",38816,Alicante,674187213,iris00@example.com,True,Oficial maquinistas en navegación,"2791,43",ES2287679942458209640262,corriente,"29343,29",2025-04-28,Masculino
2286,Albina,Pazos,Divorciada,22625089N,Israelí,1995-01-21,"Callejón de Marcia Alberdi 94 Apt. 01 , Granada, 09271",05865,La Rioja,773307896,daniela25@example.net,False,Cristalero,"6108,8",ES8889595710313354153178,corriente,"61164,97",2023-03-07,Femenino
2287,Íñigo,Murcia,Divorciado,70024219Y,Burkinesa,1982-09-04,"Calle Berta Uribe 60, Badajoz, 17515",47756,Almería,733907582,pgaray@example.org,False,Miembro del poder legislativo,"5401,51",ES8715705854768686357047,corriente,"67981,45",2019-08-05,Masculino
2288,Bernarda,Franch,Soltera,82462791V,Chipriota,1990-07-09,"Vial Anunciación Carballo 982, León, 23044",13138,Guipúzcoa,700234163,solemartirio@example.org,False,"Panaderos, pasteleros y confiteros","7947,8",ES8207670292356920548195,corriente,"75560,42",2025-05-19,Femenino
2289,Perlita,Cases,Divorciada,59935240T,Qatari,1988-03-03,"Callejón de Rolando Bermudez 41 Apt. 68 , Sevilla, 16993",04527,Ceuta,627801748,fabiola79@example.com,True,Director de recursos humanos,"6181,21",ES3659946183223631231115,corriente,"92022,94",2025-04-03,Femenino
2290,Jesús,Lloret,Divorciado,68397464H,Salvadoreña,1973-12-18,"C. Guiomar Ballester 942 Puerta 0 , Guipúzcoa, 14514",08631,Santa Cruz de Tenerife,629951646,amanciocastillo@example.com,True,Operador de máquinas de tratamiento de pieles y cueros,"1835,91",ES5662216531324352267163,corriente,"43135,07",2020-11-04,Masculino
2291,Felicidad,Prieto,Casada,88433708L,Botsuanesa,1947-08-11,"Plaza Carolina Galván 71, Ávila, 04221",50179,Huesca,616780710,guadalupe58@example.com,False,Urbanistas e ingenieros de tránsito,"2189,36",ES3454979337874932162573,corriente,"30630,11",2018-06-16,Femenino
2292,Luisina,Benitez,Casada,61102769A,Lituana,1949-12-09,"Plaza de Albino Pareja 546, Burgos, 08570",18737,Castellón,738509471,marciano32@example.org,True,Profesional en redes de computadores,"5136,96",ES8173980434401654783990,corriente,"16796,56",2018-10-01,Femenino
2293,Constanza,Quirós,Casada,42240472Y,Eslovena,1946-01-12,"C. Ester Andrés 175, Lleida, 36582",39699,Teruel,723416690,barralangel@example.com,False,Agrónomo,"4266,42",ES1353188067161797210012,corriente,"76233,42",2024-04-26,Femenino
2294,Ana Sofía,Lago,Viuda,76700162S,Ucraniana,1965-06-07,"Glorieta Elisa Machado 5, Santa Cruz de Tenerife, 34291",20085,Melilla,610226532,plinio58@example.com,False,Deportista,"6169,46",ES8642988817239269833146,corriente,"7869,75",2024-01-13,Femenino
2295,Emperatriz,Colomer,Casada,82820267G,Qatari,1996-08-12,"Urbanización de Rebeca Peralta 588, Las Palmas, 51508",47455,Guadalajara,661832976,fabraariel@example.com,False,Cazador,"4813,45",ES3736239005225384289167,corriente,"94438,96",2024-02-29,Femenino
2296,Américo,Barriga,Divorciado,19844869D,Haitiana,2001-11-22,"Vial de Dionisio Toro 85 Puerta 5 , Baleares, 16419",50813,Lugo,798610020,taboadagaspar@example.com,False,Director de cine,"4284,36",ES6686626289100938016858,corriente,"15449,95",2021-01-11,Masculino
2297,Aroa,Millán,Soltera,42473405H,Surcoreana,1949-09-06,"Plaza Filomena Yáñez 98 Puerta 3 , Huesca, 13461",36032,Valladolid,607834106,violeta74@example.com,False,Encuadernador,"5531,29",ES7486096938147619100430,corriente,"95500,08",2019-10-22,Femenino
2298,Angelino,Batalla,Divorciado,35071592L,Cubana,1980-08-08,"Pasadizo de Mario Morante 45 Puerta 3 , Barcelona, 51008",06059,Cáceres,795609237,mcaro@example.net,False,Diseñador multimedia,"5458,6",ES0617871256691751092345,corriente,"44559,06",2019-04-27,Masculino
2299,Leandra,Aguilera,Casada,67952546N,Uruguaya,1974-07-26,"Pasaje Maximiano Meléndez 42 Apt. 47 , La Coruña, 19359",36067,La Coruña,677692660,ani31@example.com,True,Meteorólogo,"5656,57",ES2700369930178781080747,corriente,"35624,07",2024-01-08,Femenino
2300,Eric,Ponce,Soltero,69079181S,Hondureña,1989-05-25,"Ronda Casandra Cabrera 2, Segovia, 28173",43456,Castellón,643964007,tapiapancho@example.net,False,Barnizador,"3589,76",ES2382961353048749825506,corriente,"81042,2",2021-04-15,Masculino
2301,Eusebia,Adadia,Viuda,84540085C,Maltesa,1964-03-02,"Camino de Marianela Caro 14 Puerta 1 , Guadalajara, 41488",10375,Navarra,770952906,llobetrosa@example.org,True,Conductor de vehículos accionados a pedal o a brazo,"4260,65",ES5061075324595322340699,corriente,"25950,58",2022-08-29,Femenino
2302,Donato,Ayuso,Casado,10029260H,Bareiní,1947-09-23,"Via de Dafne Leal 34 Puerta 2 , Ciudad, 45754",11840,Pontevedra,722371580,margaritafont@example.net,False,Profesional religioso,"2489,39",ES3289459789305901589665,corriente,"26533,98",2020-08-07,Masculino
2303,Evelia,Verdú,Divorciada,11547195E,Sudafricana,1992-01-10,"Vial de Martina Cervera 3 Apt. 09 , Cáceres, 03584",10124,Lleida,666380293,pratmonica@example.com,False,Oficial maquinistas en navegación,"2832,39",ES0591209626640609190495,corriente,"72598,02",2019-12-12,Femenino
2304,Amarilis,Garay,Casada,93862596X,Laosiana,1984-08-22,"Callejón Carlota Bas 31 Apt. 61 , Murcia, 27667",28114,Almería,670473259,andres-felipe83@example.net,True,Matemático,"2636,32",ES5139918374011566889023,corriente,"94212,02",2018-10-08,Femenino
2305,Florina,Manso,Divorciada,91431813M,Moldava,1952-06-08,"Acceso de Yolanda Tovar 925 Apt. 90 , Navarra, 09998",34619,Valencia,650558606,clementegutierrez@example.net,False,Oficial de las fuerzas armadas,"1945,58",ES9601238333450060962473,corriente,"10315,99",2019-08-23,Femenino
2306,Telmo,Moll,Divorciado,23040730C,Uruguaya,1987-09-18,"Plaza de Eduardo Gutierrez 510, Pontevedra, 51043",48320,Las Palmas,622308485,ibriones@example.com,False,Camarero de barra,"6444,33",ES0817241856433737072294,corriente,"11525,91",2018-11-15,Masculino
2307,Telmo,Cervantes,Divorciado,17626173P,Costarricense,1952-03-30,"Paseo de Chus Chaves 624, Jaén, 02760",31163,Asturias,758527706,fnieto@example.com,True,Director de servicios de bienestar social,"5539,12",ES8742060669054645801039,corriente,"31188,92",2023-02-26,Masculino
2308,Daniel,Barbero,Divorciado,28534475P,Yemení,2000-05-06,"Pasadizo Leocadia Tomas 57, Salamanca, 28399",08941,Huesca,617631578,hcrespo@example.com,False,Operador de autoelevadoras,"2831,78",ES3320987691922115156639,corriente,"88251,85",2019-05-21,Masculino
2309,Jessica,Tejedor,Casada,96258239L,Georgiana,1961-02-28,"Acceso Jimena Soler 8, Teruel, 21985",26703,Toledo,702584610,ceferino70@example.net,False,Parquetero y colocador de suelos,"3037,33",ES6500824335657083723895,corriente,"61952,61",2023-03-08,Femenino
2310,Valeria,Lobo,Soltera,45340357C,Puertorriqueña,1966-08-30,"Via de Jose Angel Asenjo 82 Piso 0 , Zamora, 40863",10432,Pontevedra,795377375,chelobarroso@example.com,True,Maleter,"7410,16",ES2056999890143976165568,corriente,"31169,53",2021-04-19,Femenino
2311,Eloy,Arteaga,Viudo,17967748X,Butanesa,1953-09-29,"Camino de Sancho Vicente 8 Piso 4 , Cantabria, 28840",34820,Córdoba,717360101,julioalmagro@example.org,False,Operador de plantas y máquinas de productos químicos,"5909,17",ES4502610010912318786414,corriente,"86531,21",2018-10-08,Masculino
2312,Mariana,Cruz,Divorciada,90482095A,Rumana,1963-09-02,"Calle de María Gallego 883 Apt. 05 , Santa Cruz de Tenerife, 16865",04675,Valladolid,604755113,sabas38@example.net,False,Botánico,"3401,55",ES2505258633543839880148,corriente,"31313,19",2020-05-02,Femenino
2313,Eulalia,Rosales,Casada,51590615M,Chipriota,1982-05-29,"Rambla de José Colomer 83, Cádiz, 40434",47395,Melilla,689671008,baudelioavila@example.net,False,Médico especialista,"5160,95",ES3705280812649314266964,corriente,"19794,98",2025-06-14,Femenino
2314,Felipe,Pedro,Soltero,96286457Q,China,1962-03-07,"Ronda de Laura Olmo 75 Puerta 3 , Santa Cruz de Tenerife, 24660",43284,Cantabria,762715653,restevez@example.com,False,Ingeniero industrial,"2340,32",ES2424528310612753997902,corriente,"56066,08",2020-11-16,Masculino
2315,Tristán,Mayoral,Divorciado,16077495N,Laosiana,1981-05-30,"Glorieta Cornelio Saavedra 67 Puerta 0 , Guadalajara, 10698",43304,Navarra,600608431,cecilio19@example.net,False,Laminador de vidrio,"4574,56",ES5503423951191317951122,corriente,"53480,32",2018-07-14,Masculino
2316,Coral,Franch,Soltera,22781268K,Moldava,1953-03-23,"Alameda Nicanor Laguna 146, Córdoba, 17146",41395,Sevilla,768355217,barcenaquique@example.com,True,Ensamblador de maquinaria mecánica,"1270,39",ES9582203725934001033702,corriente,"10324,34",2024-06-09,Femenino
2317,Isidoro,Solera,Casado,92670246A,Filipina,1979-09-26,"Avenida de Adelaida Giner 218 Piso 2 , Santa Cruz de Tenerife, 38390",05477,Almería,744852010,tbarroso@example.org,False,Recepcionista de hoteles,"7892,31",ES3633773521314698903865,corriente,"51851,6",2020-06-05,Masculino
2318,Cristian,Barral,Viudo,72150821M,Egipcia,2000-06-19,"Acceso de Heriberto Mena 62 Apt. 00 , Navarra, 19228",50473,Girona,710801406,xguzman@example.net,False,Trabajador forestal calificado,"7972,24",ES3372043800868832006728,corriente,"8349,46",2023-07-06,Masculino
2319,Sergio,Andrés,Divorciado,64761403G,Libanesa,1966-06-15,"Alameda Felisa Cervantes 970, Burgos, 45203",27652,Soria,797096349,ocabanillas@example.org,False,Grabador de datos,"3502,52",ES8347557780310834877474,corriente,"8514,04",2021-06-29,Masculino
2320,Pepe,Cabo,Casado,45773601J,Chipriota,1997-08-16,"Vial Mariano Rivera 70, Zaragoza, 29900",29458,Alicante,720669848,mariscalconsuelo@example.org,True,Ingeniero metalúrgico,"1487,14",ES5062769724874897172605,corriente,"96179,85",2024-12-07,Masculino
2321,Prudencia,Alegre,Divorciada,50662642J,Italiana,1988-10-15,"Vial Teo Luque 98, Ciudad, 40752",06303,Valencia,623722747,gregoriobeltran@example.net,False,Antropólogo,"1970,78",ES1574676280879258482237,corriente,"24333,92",2021-05-05,Femenino
2322,Santiago,Iglesias,Casado,16364001F,Griega,2006-04-07,"Glorieta de Evangelina Ortega 78 Puerta 4 , Guipúzcoa, 46298",22024,Vizcaya,669152625,jose-luis02@example.net,False,Agente inmobiliario,"1396,92",ES9682597385208561910132,corriente,"14654,93",2022-05-24,Masculino
2323,Encarnita,Feijoo,Soltera,98188540E,Hondureña,1966-09-26,"Vial Eliana Almeida 5 Apt. 01 , Granada, 01643",50275,Málaga,625292251,gibertchema@example.com,False,Oficial de cubierta,"6773,14",ES8674904792690689610521,corriente,"84869,64",2021-10-29,Femenino
2324,Fermín,Fuentes,Divorciado,72726868V,Libanesa,2006-06-18,"Urbanización Irma Zabaleta 89, Guadalajara, 32184",06516,Navarra,709471097,xcatalan@example.net,False,Lavandero,"5589,35",ES2172535045144152572016,corriente,"5883,8",2020-01-08,Masculino
2325,Raimundo,Escrivá,Divorciado,61852273Y,Argelina,1959-09-22,"Via de Gabino Toro 60, Burgos, 27971",49527,Guipúzcoa,778636730,bvillalonga@example.net,False,Entrenador deportivo,"3746,5",ES0434715561143552367358,corriente,"13938,08",2024-01-23,Masculino
2326,Ciriaco,Prieto,Casado,39986263G,China,2002-05-11,"Pasaje de Reina Valero 7 Piso 3 , Huesca, 02840",10459,La Coruña,762928589,carlosjulia@example.org,True,Técnico en optometría y ópticos,"6676,95",ES2657864739030053656348,corriente,"28690,75",2018-02-26,Masculino
2327,Fátima,Barragán,Soltera,26242072S,Islandesa,2004-07-01,"Rambla de Toño Lopez 390, Ceuta, 45581",22804,Cuenca,780911330,maria-carmen70@example.net,True,Físico,"4175,12",ES9570182431840661781723,corriente,"44947,78",2024-01-01,Femenino
2328,Maribel,Casals,Casada,54777298S,Danesa,1961-06-01,"Camino de Adolfo Gracia 809, León, 51291",42484,Tarragona,717952007,andrespedro@example.net,True,Operador de máquinas de tratamiento de pieles y cueros,"3935,54",ES9568479037052582666082,corriente,"50846,98",2023-04-19,Femenino
2329,Tamara,Fernández,Divorciada,78690592W,Austriaca,1980-09-12,"Via Teresita Baeza 95 Puerta 8 , Cádiz, 01288",35282,Pontevedra,697015147,martiriotolosa@example.org,True,Técnico en optometría y ópticos,"2693,72",ES1006654664932867859568,corriente,"58461,54",2020-11-27,Femenino
2330,Ovidio,Garcés,Casado,96633841P,Búlgara,1971-05-14,"Paseo Chus Herrero 71, Pontevedra, 32334",30886,Cádiz,736083521,leocadia51@example.net,False,Instructor en tecnologías de la información,"6222,02",ES3315309533910844535038,corriente,"98234,2",2024-05-19,Masculino
2331,Elvira,Pareja,Casada,74352027L,Islandesa,1984-05-24,"Calle de Rogelio Mendoza 87 Piso 5 , Castellón, 27779",04773,Madrid,702239036,diglesia@example.net,False,Empacador manual,"3023,15",ES5083471971518160436442,corriente,"52991,59",2020-12-12,Femenino
2332,Anacleto,Díaz,Casado,63309223K,Mongola,1944-10-18,"Ronda de Félix Ureña 91 Apt. 36 , Jaén, 35006",15995,Guipúzcoa,636239723,murohugo@example.com,False,Entrevistador de encuestas,"4257,21",ES2884143118947353605058,corriente,"83008,41",2021-07-16,Masculino
2333,Yéssica,Marqués,Casada,20412521K,India,1952-05-15,"Avenida Paulino Neira 87, Navarra, 01317",46215,Córdoba,706438446,ofeliafrutos@example.org,False,Desarrollador de software,"3940,4",ES2574222259241228268999,corriente,"16790,9",2024-08-27,Femenino
2334,Eligio,Salcedo,Divorciado,35341147Z,India,1968-09-27,"Pasaje Mohamed Céspedes 54 Apt. 81 , Palencia, 42469",17154,La Coruña,793032054,carbojuan-manuel@example.org,False,Educador para necesidades especiales,"2295,84",ES4308459287551752532990,corriente,"62709,76",2019-06-19,Masculino
2335,Carlos,Castro,Casado,21699325K,Rusa,1975-08-28,"Callejón Anastasio Riera 80 Apt. 72 , Ciudad, 27901",18474,Vizcaya,652099051,josetorrents@example.org,False,Conductor de taxis,"1403,98",ES5686955279654792059281,corriente,"10181,97",2019-08-11,Masculino
2336,Palmira,Guillen,Casada,57353593B,Puertorriqueña,1966-11-05,"Paseo de Trinidad Querol 83 Piso 2 , Salamanca, 16540",49464,Vizcaya,688870584,coral21@example.org,False,Técnico de prótesis médicas y dentales,"6812,3",ES2268823004904860237891,corriente,"84799,51",2020-04-10,Femenino
2337,Obdulia,Royo,Divorciada,45736197F,Boliviana,1994-09-04,"Vial Elisabet Bou 1, Barcelona, 29245",46279,Sevilla,600860945,curropascual@example.org,False,Vendedor ambulantes (excluyendo de comida),"3989,32",ES3572607195044018842139,corriente,"63084,56",2019-06-23,Femenino
2338,Julio,Porcel,Divorciado,60213440S,Birmana,1967-03-31,"Callejón de Roldán Arnau 707, Sevilla, 02122",11862,La Coruña,783647044,azahar50@example.org,False,Maestro preescolar,"7478,36",ES5633272749348602359861,corriente,"27143,82",2022-12-14,Masculino
2339,Domingo,Goicoechea,Soltero,40281849V,Eslovena,1983-08-15,"Callejón Américo Querol 21, Granada, 37830",31300,Teruel,759896365,veracayetano@example.com,True,Especialista en métodos pedagógicos,"1818,83",ES4950295456931139000941,corriente,"59576,15",2022-07-01,Masculino
2340,Plinio,Vera,Casado,10038605W,Senegalesa,1990-01-02,"Plaza Gloria Solana 81 Puerta 3 , Soria, 05042",45140,Cantabria,615057506,rodenaseva-maria@example.net,False,Conductor de taxis,"5243,42",ES7112400707866087062524,corriente,"12667,93",2023-05-19,Masculino
2341,Domitila,Tolosa,Soltera,12127050R,Portuguesa,1962-06-04,"Callejón de Pacífica Orozco 90, Huesca, 37286",39957,Teruel,712558415,pcanovas@example.com,False,Asesor de inversiones,"4094,21",ES1686188432482495364357,corriente,"86407,57",2019-08-19,Femenino
2342,Custodio,Esteban,Casado,17784488Z,Suiza,1993-06-21,"Urbanización Manu Gomez 84 Apt. 58 , Albacete, 44015",38854,Cáceres,711642753,armengolcalista@example.net,False,Operador de máquinas para fabricar productos fotográficos,"6706,85",ES9680997643865543598723,corriente,"38290,65",2019-03-28,Masculino
2343,Isidoro,Ferrández,Divorciado,73366356J,Japonesa,1945-09-13,"Callejón María Del Carmen Hervás 69 Apt. 75 , Lleida, 30190",43238,Madrid,770029321,omacias@example.net,False,Profesional de la protección medioambiental,"3083,13",ES4782908184297774235264,corriente,"17600,33",2023-08-14,Masculino
2344,Clemente,Blasco,Soltero,45542674Y,Neozelandesa,1983-07-07,"Cuesta Pepita Cerdán 88, Vizcaya, 39608",23777,Lugo,674665289,muletjuan@example.com,False,Fumigador,"5234,2",ES7984955291781215255691,corriente,"68984,21",2020-02-20,Masculino
2345,Eliana,Naranjo,Soltera,13406667J,Suiza,1953-07-07,"Avenida Valeria Dominguez 32, Ávila, 10127",02719,Segovia,764349824,domitilaruano@example.com,False,Peón de minas y canteras,"5376,85",ES4608400038731625932148,corriente,"56957,86",2018-10-13,Femenino
2346,Águeda,Muro,Casada,21079439P,Argentina,1944-08-02,"Calle Amando Ballesteros 94 Puerta 1 , Soria, 42495",17001,La Rioja,798885199,maximianogomez@example.org,True,Escribiente público,"4780,24",ES0791685814959285686499,corriente,"40850,83",2023-04-30,Femenino
2347,Martirio,Serra,Divorciada,85573476K,Irlandesa,1954-01-09,"Urbanización de Héctor Navarrete 18 Piso 5 , Sevilla, 32290",38833,Murcia,611553373,carmelojimenez@example.com,True,Profesional de la protección medioambiental,"5850,77",ES4298443146159915272354,corriente,"27144,69",2018-06-22,Femenino
2348,Rosa,Cruz,Casada,83763805J,Bareiní,1985-08-25,"Alameda Corona Jáuregui 83 Apt. 96 , Girona, 21682",29163,La Coruña,784552499,debora38@example.org,False,Psicólogo,"6262,16",ES1661402225710845630525,corriente,"59709,54",2020-04-18,Femenino
2349,Toribio,Santiago,Divorciado,63197673K,Camboyana,1969-11-14,"Pasadizo Gil Barrios 29 Piso 6 , Navarra, 01236",35127,Granada,688657647,hroldan@example.org,False,Operador de máquinas de tratamiento de pieles y cueros,"5396,02",ES8149394057887105561536,corriente,"16137,28",2024-02-14,Masculino
2350,Arsenio,Rocamora,Viudo,75522091G,Húngara,1973-07-12,"C. Nico Neira 296, Lugo, 27011",33102,Guadalajara,759330918,parramacario@example.net,False,Agente inmobiliario,"5250,58",ES0499975486747626984911,corriente,"18455,29",2021-04-22,Masculino
2351,Virgilio,Bernat,Casado,98131998Z,Camboyana,1946-08-07,"Alameda de Esteban Lastra 71 Apt. 31 , Córdoba, 10119",41771,Ceuta,773607326,ycuadrado@example.net,True,Operador de máquinas para fabricar productos de papel,"4962,06",ES1279514310686106860339,corriente,"1321,6",2020-06-26,Masculino
2352,Balduino,Zamora,Divorciado,53537388N,Burkinesa,2002-04-20,"Acceso Cloe Herrera 9 Piso 7 , Segovia, 17871",11784,Pontevedra,758878620,qbalaguer@example.net,False,Operador de máquinas de coser,"3500,59",ES3964612349866002087392,corriente,"27924,94",2023-12-08,Masculino
2353,María Luisa,Rocamora,Casada,76004828V,Puertorriqueña,1948-12-02,"Avenida Azeneth Alfonso 45 Piso 6 , Lleida, 35456",22791,Jaén,641017555,grauedelmira@example.com,False,Gestor de aduana,"6191,99",ES5176992340134779871305,corriente,"60103,67",2020-05-29,Femenino
2354,María,Ayuso,Casado,61598316S,Búlgara,1956-06-08,"Avenida de Saturnina Murcia 37 Puerta 3 , Tarragona, 04532",37123,Ávila,617329441,teodorobuendia@example.com,False,Abogado,"7446,91",ES0889793752690555618149,corriente,"1376,88",2023-07-03,Masculino
2355,Mariana,Echeverría,Divorciada,39659545R,Canadiense,1973-06-06,"Via Manolo Torrents 44, Álava, 32590",42783,Málaga,692832302,rpalomo@example.org,False,Técnico en ingeniería mecánica,"5972,58",ES0350355698986224468650,corriente,"49575,47",2024-03-18,Femenino
2356,Poncio,Criado,Divorciado,63904918Q,Jordana,1989-08-18,"Via de Toni Baquero 65 Apt. 22 , Ávila, 09598",23677,Badajoz,664075740,vallesluz@example.net,True,Empleado de servicios de apoyo a la producción,"4775,2",ES0866071505825798133857,corriente,"22637,26",2019-09-03,Masculino
2357,Mayte,Casal,Casada,59387387F,Burundesa,1993-08-23,"Calle Maxi Rincón 787, Álava, 21777",28433,Almería,641185559,uroma@example.org,True,Pescador de alta mar,"5203,28",ES9666672864316999712734,corriente,"24611,78",2022-07-10,Femenino
2358,Eva,Castro,Soltera,57135467V,Polaca,1989-03-06,"Camino de Vinicio Esteban 42 Apt. 15 , Granada, 14546",33324,Ourense,624416427,colomamarcia@example.com,False,Adivinador,"5571,6",ES5341617337421335476855,corriente,"97023,97",2025-04-17,Femenino
2359,Ángeles,Molins,Casada,59471648L,Rumana,1944-11-17,"Pasadizo de Nuria Soria 90 Piso 9 , Santa Cruz de Tenerife, 45029",29605,Melilla,733404258,liliamartin@example.org,False,Estadístico,"7809,68",ES9981607060621455156742,corriente,"87126,07",2021-05-06,Femenino
2360,Adelardo,Gibert,Divorciado,92608557T,Chilena,1984-08-09,"Calle de Ariel Ferrer 5, Lugo, 14706",42464,Castellón,721167216,demetriosaez@example.com,False,Carpintero,"4862,09",ES0353239702321670575761,corriente,"73978,7",2021-03-26,Masculino
2361,Chus,Hervia,Divorciada,62387051B,Canadiense,1955-04-18,"Acceso de Celia Mesa 15, Córdoba, 42875",24676,Guadalajara,662547709,cristian69@example.com,False,Cuidador de niños,"6432,53",ES2481761481111644745384,corriente,"9697,76",2023-01-18,Femenino
