id,usuario_id,numero_cuenta,tipo_cuenta,saldo
889,3083,ES1304224566060682202938,empresa,"26534,23"
890,2382,ES7009381168083713499279,empresa,"74382,13"
891,8112,ES6169170339592847422872,nómina,58428
892,11062,ES3540613949542806730298,empresa,"66584,32"
893,12056,ES3808816311358595662330,empresa,"87159,59"
894,1572,ES3621485555565959668433,empresa,"64592,25"
895,3901,ES4323848737554753320021,empresa,"11736,74"
896,11115,ES1829564500493066762503,empresa,"24895,73"
897,5286,ES6597921804932292823634,nómina,"74224,87"
898,1732,ES6227119879511022404275,nómina,"80284,25"
899,5706,ES3626099025027276054983,ahorro,"34956,24"
900,11789,ES9643458610588073376129,ahorro,"70545,72"
901,6495,ES8143484864036867779678,ahorro,"26210,05"
902,11391,ES8307818518796027360460,ahorro,"44860,1"
903,8756,ES5489205831802036174882,nómina,"79083,52"
904,8779,ES9096869590871168242465,empresa,"74990,69"
905,7923,ES7046668812393857863943,ahorro,"66092,74"
906,11531,ES6722091510312301708462,ahorro,"62448,32"
907,7930,ES9151203941087707481054,empresa,"82667,89"
908,5124,ES4362797910776829089971,empresa,"54320,01"
909,8923,ES3541674936656107159157,nómina,"23855,99"
910,11296,ES4453781040136359331094,ahorro,"5963,93"
911,3266,ES2987836122251273457112,nómina,"25742,75"
912,3163,ES2976749048288291995845,ahorro,43405
913,10148,ES6441697602745519154656,nómina,"13196,43"
914,5051,ES7075832659530084843532,nómina,"52815,12"
915,2907,ES3939588480397482108347,ahorro,"9750,4"
916,2311,ES5659769608659436633703,empresa,"50909,04"
917,10228,ES3906949651261994212642,nómina,"41241,11"
918,2429,ES8731711852841127858128,empresa,"49469,14"
919,9030,ES9695116613233876542233,nómina,"41944,88"
920,5245,ES9243220144558740391054,nómina,"6699,73"
921,7134,ES6461512954292713872117,ahorro,"3271,6"
922,8227,ES4426506750636221364918,empresa,"36086,49"
923,4671,ES5930293824009947289525,empresa,"45333,83"
924,1710,ES5361621763506152162179,nómina,"58107,7"
925,4869,ES5196839056445385665361,ahorro,"96218,05"
926,11039,ES3828349386675117153496,nómina,"74342,58"
927,7846,ES9347343982149020678266,empresa,"58490,54"
928,11696,ES9051364972887726862839,ahorro,"4708,9"
929,3491,ES6844173586650065957378,empresa,"88311,35"
930,9567,ES7198082104698042462914,empresa,"42949,7"
931,11860,ES2322384648968357351045,ahorro,"52062,99"
932,6861,ES2772043283689741499833,empresa,"97658,96"
933,9590,ES8296900877651178236721,ahorro,"5177,31"
934,4099,ES5905437182712117585731,ahorro,"20149,01"
935,8327,ES8235498137817556071889,ahorro,"6159,87"
936,7510,ES2083044079409417420717,ahorro,"1308,71"
937,4384,ES9502043442419589776351,nómina,"59240,81"
938,11643,ES1003964078003280165176,ahorro,"37870,44"
939,10316,ES7645269260349777464677,empresa,"9823,17"
940,227,ES7036632471843378770897,nómina,"77302,83"
941,6522,ES8806609286741868700495,empresa,"65128,82"
942,10721,ES8004770030309911601182,empresa,"3994,6"
943,11496,ES2689020983985644391365,empresa,"81315,45"
944,8325,ES7917823160482122056867,nómina,"28331,49"
945,6016,ES3574066458815937225926,nómina,"8032,04"
946,1436,ES1894218725892255385183,empresa,"58256,1"
947,1312,ES4924848490195299889098,empresa,"60378,67"
948,1121,ES8310044711450519130789,empresa,"23865,67"
949,8876,ES5873972883301593578598,empresa,"10298,59"
950,11838,ES4762178807259680472099,nómina,"47528,99"
951,1764,ES3372957003014492361365,empresa,"50009,23"
952,7712,ES5474702872446347528127,ahorro,"52532,61"
953,8489,ES2952662683106513521916,empresa,"9225,19"
954,3292,ES2167324885051613770878,empresa,"56296,8"
955,3363,ES8823129767494367767772,empresa,"25200,54"
956,10657,ES6281180765552017287034,ahorro,"77743,45"
957,4603,ES5284096038478395713139,nómina,"18532,39"
958,11260,ES6106876069419396661679,nómina,"77339,7"
959,5423,ES7193557649860086797528,empresa,"35504,19"
960,9367,ES3784165927006894384194,empresa,"25995,08"
961,3746,ES7579585492196070244740,ahorro,"39939,62"
962,7218,ES2790483597136213026919,nómina,"66633,29"
963,6770,ES8782823682381402628017,nómina,"34789,03"
964,3871,ES3488235075585625777782,ahorro,"31271,69"
965,8158,ES1386655369653442723177,nómina,"5953,91"
966,9030,ES2598464667213560228483,ahorro,"74032,86"
967,730,ES5694198943187412273268,nómina,"94831,13"
968,8374,ES4905352044853707442457,nómina,"27325,01"
969,5679,ES5496269465580902074522,nómina,"8944,79"
970,1179,ES3191883535958118711858,nómina,"89659,42"
971,4001,ES3330509300119518832078,ahorro,"91775,94"
972,9653,ES9509019517077648119600,empresa,42214
973,2042,ES2280889313930835287702,ahorro,"69472,95"
974,7282,ES4907593844507967675275,empresa,"65011,97"
975,1857,ES1252021362213003660062,empresa,"79021,82"
976,9637,ES2018101441607490380860,empresa,"24593,43"
977,2528,ES3629342832669676691025,ahorro,"22767,33"
978,711,ES3644122611177485290900,nómina,"86505,59"
979,10338,ES1381599056421417550296,nómina,"45865,67"
980,5744,ES5534874099312898287431,nómina,"23511,29"
981,4157,ES2622035097136736396163,ahorro,"78387,81"
982,1420,ES6165478915837361957633,ahorro,"8606,68"
983,2729,ES8862675507252269700854,empresa,"40540,28"
984,9001,ES6795823193894804790521,nómina,"85652,68"
985,6514,ES6372900718956572310626,ahorro,"17855,81"
986,3089,ES2561453405205466753647,ahorro,"51623,13"
987,5008,ES7031780322744219416174,nómina,"69826,54"
988,7157,ES4851427701166979416535,empresa,"77850,77"
989,12167,ES4170763339468007913621,empresa,"82818,06"
990,4179,ES8878962015398262380107,empresa,"98165,43"
991,6464,ES4359785138177863543031,empresa,"30993,36"
992,8404,ES9971743060715934336889,ahorro,"16795,62"
993,4898,ES9426626053540983182068,nómina,"62184,38"
994,8420,ES7946683905289112265766,nómina,"292,62"
995,10320,ES3478730679628204343402,empresa,"47623,56"
996,9601,ES4745169043113850552134,ahorro,"31685,26"
997,11861,ES7511008386386328862339,ahorro,"50737,92"
998,4155,ES1935650081198817651569,nómina,"31471,04"
999,729,ES6173715127988297344273,nómina,"16377,32"
1000,4446,ES9565208667481247092697,empresa,"61186,94"
1001,4303,ES7158075320730105771506,nómina,15837
1002,11818,ES2837729433946163895273,empresa,"30297,05"
1003,9794,ES2350979606862369029389,ahorro,"85908,32"
1004,3842,ES5959729688006265176742,nómina,"19902,75"
1005,3822,ES4623076779829625331368,ahorro,"28085,28"
1006,6232,ES7902665121688047782317,empresa,"36661,46"
1007,3596,ES5292700164236180639978,ahorro,"64202,14"
1008,10392,ES9478116465017978490463,ahorro,"36436,95"
1009,3984,ES5976056348606933967997,empresa,"76756,42"
1010,2492,ES9674063767577105754093,ahorro,"54008,55"
1011,11693,ES8059955774910933902893,nómina,"80043,47"
1012,9493,ES8504252018574286266666,ahorro,"23175,81"
1013,9045,ES5173768074161750046270,ahorro,"99646,36"
1014,8842,ES9665893456049212987874,nómina,"49575,57"
1015,2514,ES6744376048509782878147,ahorro,"74006,76"
1016,994,ES2399337791582498301819,nómina,"58916,39"
1017,2074,ES5977828012838143615696,nómina,"1495,53"
1018,5738,ES1896551125324835808388,empresa,"38228,21"
1019,11268,ES3377010009760782061077,ahorro,"61217,03"
1020,1087,ES7667179424289662672778,ahorro,"62493,12"
1021,3121,ES8499112670134038917209,ahorro,"1687,24"
1022,376,ES7155336125640699377690,ahorro,"41819,77"
1023,10822,ES1524062894664633287724,nómina,"51680,02"
1024,1013,ES3946226494840480333453,empresa,"29463,76"
1025,5746,ES6914757019819071811013,nómina,"75902,97"
1026,48,ES1506709278888586829901,empresa,"53165,65"
1027,7668,ES2228419002351705271725,nómina,"50627,47"
1028,11904,ES7769456224369888363793,ahorro,"8521,98"
1029,3303,ES2860365454126525946175,nómina,"31965,46"
1030,380,ES2812397541897618027261,ahorro,"35624,52"
1031,9850,ES1309037259848928180672,empresa,"90438,25"
1032,2329,ES3127054615012294969155,ahorro,"17645,13"
1033,12371,ES3719828847483320906494,empresa,"82248,26"
1034,4144,ES1496794408320973910730,ahorro,"51492,48"
1035,6701,ES3793287840824059025286,empresa,"14966,07"
1036,6978,ES4917021296413597231026,nómina,"56329,28"
1037,9870,ES4648376365708463041095,ahorro,"77634,12"
1038,8040,ES4142367476310025850088,nómina,"1925,97"
1039,7744,ES6655993104732521111363,ahorro,"7468,7"
1040,9189,ES6103266340714672117786,nómina,"65274,08"
1041,8668,ES1430661237117959316748,empresa,"98722,04"
1042,4411,ES6696173727753862749709,nómina,"16113,06"
1043,6597,ES7708213971655320563930,ahorro,"7640,55"
1044,9946,ES7256094257445770357238,empresa,"39861,28"
1045,1171,ES2200043245721109545656,ahorro,"96745,57"
1046,7805,ES4653441488180543225050,nómina,"36572,99"
1047,9894,ES1939869803125619234712,empresa,"2403,58"
1048,9002,ES8470605748169329142478,empresa,"50660,19"
1049,6288,ES3789466930262522789612,empresa,"95948,18"
1050,2171,ES3184323564108759956164,ahorro,"94543,95"
1051,6593,ES5123135150504244005630,empresa,"388,21"
1052,11361,ES4939571872111964425220,ahorro,"57962,91"
1053,2386,ES4608339562487438008765,nómina,"62030,82"
1054,9544,ES6036255616061099174784,ahorro,"61821,66"
1055,11101,ES5245576632903935305547,empresa,"34060,26"
1056,4513,ES2163096529856126477776,empresa,"98508,08"
1057,11697,ES8018005478145556029130,empresa,"97244,22"
1058,576,ES6566041436118748696831,nómina,"52920,41"
1059,5634,ES2372086469598617844672,ahorro,"24084,07"
1060,5449,ES9012900100939500083951,ahorro,"77796,13"
1061,8520,ES8328677896843820549107,ahorro,23200
1062,1526,ES3669492350056204201375,nómina,"82919,81"
1063,5567,ES4402900361436759148077,empresa,"33593,42"
1064,974,ES5588243535347407491243,empresa,"66882,19"
1065,11845,ES3079187019451962222291,empresa,"12882,62"
1066,10298,ES3428599541476118060494,nómina,"63994,33"
1067,3981,ES7805328392258163954010,nómina,"38915,36"
1068,6543,ES6922120781101114205648,ahorro,"5128,48"
1069,12001,ES7842858167981293026246,empresa,"56185,6"
1070,2296,ES8087407509221688942768,nómina,"17460,92"
1071,10727,ES4047927305822532598259,nómina,"51677,17"
1072,2211,ES8041585880398071696163,empresa,"74287,84"
1073,4300,ES8079700459325070323297,empresa,"8778,46"
1074,8359,ES2629415296026066184923,nómina,"92416,62"
1075,4505,ES3222660038312508694168,empresa,"29771,39"
1076,1000,ES6732399278965469827495,nómina,"16036,12"
1077,6584,ES9793192356524882179789,ahorro,"92654,85"
1078,11350,ES1281676520067232273240,nómina,"70312,67"
1079,12089,ES2819576952465678611433,empresa,"16845,32"
1080,3379,ES7476766698468864110183,empresa,"38928,69"
1081,4119,ES3231594484187484372801,nómina,"4392,09"
1082,9386,ES6009298797878762103473,empresa,"2464,72"
1083,11480,ES8221776609987326715451,empresa,"53449,47"
1084,6120,ES5144042056508500766918,nómina,"28824,54"
1085,8119,ES9472832376425488341163,ahorro,"16753,86"
1086,616,ES1088736415112736137410,nómina,"19218,74"
1087,2841,ES5015909722905966464141,nómina,"41835,49"
1088,8392,ES5454542465639199920968,ahorro,"27031,18"
1089,8162,ES6536620301373188478737,empresa,"79477,39"
1090,3020,ES3484948872133843223411,nómina,"34330,33"
1091,1216,ES5216355228422415146328,nómina,"14270,13"
1092,11344,ES6600635256351280220769,empresa,"84930,94"
1093,7496,ES8125155870702485973357,ahorro,"30832,95"
1094,5154,ES1837675987355933306528,nómina,"32465,03"
1095,2050,ES7879497644286788907472,empresa,"38032,52"
1096,428,ES6788072967156111033113,ahorro,"81003,66"
1097,7415,ES3484414557711321188874,nómina,"65390,31"
1098,7459,ES9411250097184743070479,nómina,"11566,35"
1099,12255,ES1997591793638128106222,nómina,"37650,76"
1100,56,ES4489786682886737012182,ahorro,"6576,28"
1101,11739,ES7135371796176836660206,ahorro,"33646,92"
1102,98,ES1052087627640146600048,nómina,"66281,77"
1103,11050,ES8788265506744278425286,ahorro,"35679,97"
1104,4245,ES3801191784779319704077,empresa,"56596,18"
1105,7358,ES8101153075166372153822,nómina,"86453,52"
1106,10636,ES2676701015885562928587,nómina,"31727,69"
1107,620,ES3709944113984584210899,nómina,"84256,09"
1108,4472,ES1377143795879194439448,empresa,"48252,21"
1109,11154,ES3215228432322112819531,ahorro,"69311,9"
1110,5475,ES9994157949158802435275,empresa,"17885,76"
1111,9114,ES5835109153524437089488,ahorro,"15327,33"
1112,10989,ES5656919244637659312805,empresa,"33216,53"
1113,933,ES9711096361509766309659,nómina,"20346,18"
1114,3199,ES3486257657238811321740,ahorro,"20201,07"
1115,4446,ES4773854235369988490790,ahorro,"34101,1"
1116,1351,ES5558065534760118941690,empresa,"84699,6"
1117,3456,ES5634164084777834613021,ahorro,"76573,16"
1118,11249,ES3375342029910393717836,empresa,"16804,21"
1119,11521,ES3739852096437793305980,ahorro,"71232,1"
1120,9097,ES3856646748022821212096,empresa,"7607,53"
1121,8166,ES8309763677076774405447,empresa,"72399,24"
1122,768,ES3970083171766016117531,ahorro,"3359,04"
1123,2449,ES6347226430204282176006,ahorro,"35825,47"
1124,10269,ES5920051434458469264426,ahorro,"9171,58"
1125,11962,ES7315379004903439421264,nómina,"28132,18"
1126,1904,ES6254838340483665347614,nómina,"23021,78"
1127,5230,ES8684824189863254018075,empresa,"43097,41"
1128,9549,ES6254570052982461887067,ahorro,"99283,82"
1129,36,ES7071455365900739700931,ahorro,"49113,06"
1130,10466,ES2463230140846397438268,nómina,"76114,24"
1131,4189,ES4278911715093392677348,empresa,"45493,5"
1132,4039,ES1808304715655397541265,nómina,"96934,54"
1133,6757,ES6129532190312264537579,nómina,"60975,7"
1134,2441,ES3990524534495217541907,nómina,"13550,78"
1135,2077,ES1857858073296152399533,empresa,"58293,25"
1136,1677,ES5452950179907783212121,nómina,"43015,98"
1137,2507,ES1457893282134867296171,nómina,"80070,66"
1138,10476,ES8353581113755159143615,ahorro,"35767,29"
1139,5481,ES7028882809166397196156,empresa,"46085,59"
1140,5146,ES7989440482505087548335,ahorro,"70571,02"
1141,8276,ES8278555063476354543800,empresa,"50430,48"
1142,3055,ES2791656433367926171430,ahorro,"82979,69"
1143,6145,ES6140383729117229098987,nómina,"71534,26"
1144,11289,ES8486033951321734295927,empresa,"47756,68"
1145,12336,ES3783694925419482759963,ahorro,"37245,09"
1146,2773,ES8361824276503339694526,empresa,"52305,28"
1147,11380,ES1284177345022333765424,empresa,"2626,6"
1148,715,ES1214450281994847158473,nómina,"62102,51"
1149,6484,ES3728514494620452226686,nómina,"26533,77"
1150,3534,ES4157736750609227437089,ahorro,"9644,57"
1151,7352,ES2883474811369848671676,ahorro,"29882,27"
1152,11283,ES8083058815614796907847,nómina,"53502,46"
1153,686,ES2398831979484892893250,ahorro,"18049,89"
1154,1486,ES6783338326928857903984,ahorro,"45672,35"
1155,5681,ES9997954955219321666166,nómina,"27337,4"
1156,6618,ES1253564551285358675381,ahorro,"52118,81"
1157,10548,ES4182218512512047809062,nómina,"66458,32"
1158,6004,ES1287288487513345804095,empresa,"55995,37"
1159,4222,ES4013106961007225875029,nómina,"91629,16"
1160,574,ES9103015552356516703030,nómina,"52308,7"
1161,6801,ES9822589086566570642592,empresa,"26340,51"
1162,6103,ES1378413146083660034885,ahorro,"93650,17"
1163,4640,ES8204773322120416680018,empresa,"3875,97"
1164,5071,ES5348973336643973379252,nómina,"25845,44"
1165,4099,ES7577770580710455592190,empresa,"56443,5"
1166,6901,ES2308257677682443920818,empresa,"46342,53"
1167,2157,ES2751541499419661459958,ahorro,"77945,17"
1168,10475,ES7036746049887475593422,ahorro,"89149,63"
1169,11154,ES2098103609128497080659,empresa,"29807,14"
1170,8610,ES8197295139105509874068,ahorro,"693,68"
1171,2184,ES4730605636972919518960,empresa,"25348,47"
1172,7481,ES2543210421423987727424,empresa,"4164,94"
1173,4184,ES8242908237765065124273,empresa,"5813,97"
1174,8299,ES4833502339478306041208,nómina,"35503,08"
1175,11961,ES9432586665511133515897,nómina,"36071,31"
1176,11067,ES7612581566676650342434,empresa,"80594,55"
1177,10223,ES8611884930287854782776,empresa,"77384,06"
1178,6018,ES7647120277727668000379,nómina,"46887,88"
1179,11246,ES2403880321833592428517,ahorro,"3549,49"
1180,5158,ES8914351578123975717242,ahorro,"46769,8"
1181,12122,ES9698476544802857116754,nómina,"42976,21"
1182,2469,ES9466894572540283978196,empresa,"74935,07"
1183,10567,ES2460757413579044333996,ahorro,"49131,36"
1184,7501,ES7103537533319739191422,ahorro,"51875,47"
1185,1125,ES4341826087932367754691,empresa,"86043,88"
1186,4821,ES6004359736502502904461,ahorro,"45317,61"
1187,902,ES8922220099755349448026,empresa,"5560,76"
1188,8151,ES1186122656604010678188,ahorro,"56416,25"
1189,11204,ES7892365242607451620879,nómina,"40213,88"
1190,493,ES3400487340891929946046,nómina,"66844,07"
1191,390,ES1828829484609004488823,nómina,"72407,1"
1192,5847,ES7003836119675101654231,nómina,"23452,52"
1193,1240,ES4462789177846960675158,ahorro,"61414,46"
1194,9676,ES2286490755241823410196,empresa,"36425,23"
1195,2730,ES3571013480544156971050,empresa,"7444,01"
1196,11164,ES2009095590846792880495,ahorro,"215,63"
1197,4233,ES2606981218832410903586,empresa,"14521,87"
1198,7054,ES9778180983113871753434,nómina,"74976,55"
1199,5651,ES6849637586173861674300,nómina,"51701,97"
1200,12019,ES2484253973415633728775,ahorro,"41258,8"
1201,5575,ES6801965877954534765240,ahorro,"51416,58"
1202,7849,ES2996827575297642323089,ahorro,"51135,75"
1203,454,ES4055789875357965277209,ahorro,"58895,39"
1204,4583,ES3919506031125184424753,ahorro,"5772,5"
1205,1884,ES2281495317910624156125,nómina,"64822,26"
1206,833,ES9888277655666185901945,nómina,"11949,52"
1207,2169,ES3088079782085877255061,empresa,"73620,83"
1208,4393,ES8587763276546755752026,empresa,"82222,6"
1209,3479,ES8722991343184223917520,ahorro,"83770,48"
1210,5223,ES3537736354187048017237,nómina,"67053,35"
1211,8995,ES6704309145416671154763,empresa,"89992,96"
1212,226,ES1917317760522106916597,ahorro,"26606,53"
1213,9895,ES1932982521864979541894,ahorro,"41832,98"
1214,3460,ES9941715299106422917840,ahorro,"34933,09"
1215,1593,ES8977677039019031000939,nómina,"34905,58"
1216,10410,ES2941293480335337832227,empresa,"60202,59"
1217,4018,ES3334100518713398051953,empresa,"7198,91"
1218,3774,ES1010817989350833927793,ahorro,"53885,81"
1219,3596,ES7082464418982662134100,empresa,"48616,92"
1220,4692,ES2157197923094998585419,empresa,"80758,67"
1221,1906,ES7006607410364366263381,empresa,"65340,25"
1222,4120,ES8560755262695120244791,empresa,"34999,54"
1223,2798,ES5107696721983726238245,ahorro,"857,24"
1224,3526,ES6583357150379698114389,empresa,"35982,59"
1225,4391,ES8419623231031852111548,empresa,"78800,08"
1226,8815,ES5991518310369381694460,empresa,"83491,02"
1227,2122,ES9536061208733612573160,nómina,"29517,98"
1228,6623,ES6456915269796702553048,nómina,"51689,33"
1229,12154,ES1302376217114425954003,empresa,"65359,61"
1230,10822,ES7492343271849378399767,empresa,"37441,43"
1231,2309,ES9283315987085614349244,ahorro,"67620,52"
1232,4117,ES3093053696197880266289,nómina,"61089,84"
1233,9390,ES7512478157257678106120,ahorro,"10699,71"
1234,10746,ES5302628107994279006572,empresa,"33239,72"
1235,10884,ES4590793040527443234256,nómina,"64201,81"
1236,3535,ES1448203595330805111547,ahorro,"15142,9"
1237,5017,ES6937734516553336140265,empresa,"77985,26"
1238,8848,ES8907054981582042270047,nómina,"79480,1"
1239,2247,ES4998048328382435264960,empresa,"83916,05"
1240,9881,ES7699723149116656964215,nómina,"42498,55"
1241,10061,ES7329621041251032405530,ahorro,"47133,59"
1242,551,ES1426798269078229666749,nómina,"81724,54"
1243,5285,ES4741134978890489102955,empresa,"75306,78"
1244,7216,ES6145013835749285920822,nómina,"39515,58"
1245,3101,ES3610366526894390464771,empresa,"46941,23"
1246,9847,ES8315543373913232980044,ahorro,"17045,12"
1247,5934,ES1027083020627255709579,nómina,"76238,86"
1248,1366,ES1440322959194819049213,nómina,"13330,23"
1249,11387,ES6800978178854206904611,nómina,"63543,99"
1250,8251,ES2161258700709959762327,ahorro,"65423,36"
1251,7979,ES6438035055808969966920,nómina,"48529,73"
1252,1429,ES8150609148928843050539,empresa,"22302,78"
1253,6311,ES3419204981199830706155,nómina,14384
1254,8745,ES9418464691273695434273,empresa,"56916,87"
1255,2006,ES6063038353914470357209,nómina,"56783,8"
1256,3202,ES1120573078944702925392,ahorro,"259,87"
1257,4886,ES2630347519949931101129,ahorro,"13266,19"
1258,3938,ES4420295122946318052806,nómina,"17561,02"
1259,871,ES1867623465641304199954,empresa,"87538,8"
1260,11889,ES9170805885286604481486,nómina,"94295,84"
1261,5956,ES7501411545910278292836,empresa,"55181,83"
1262,4,ES8332268321637845207952,nómina,"43451,67"
1263,4279,ES2055740533745356419651,ahorro,"87983,28"
1264,1091,ES2493645824029773658145,empresa,"30082,73"
1265,1823,ES4959845219906129777534,ahorro,"56413,74"
1266,7446,ES3232775643097362814180,empresa,"60,05"
1267,9978,ES9560555787348242155917,nómina,"34858,06"
1268,1205,ES5637149327457033917577,nómina,"14982,86"
1269,3721,ES1525939646124917131596,ahorro,"47326,61"
1270,7526,ES8544344239457323214595,empresa,"19295,85"
1271,7692,ES7747028519397898520772,empresa,"26487,21"
1272,2387,ES2320610907359558051394,nómina,"50435,82"
1273,4421,ES4320824357596991216278,ahorro,"92571,54"
1274,2140,ES8960082002403732691389,nómina,"96003,26"
1275,10796,ES2588747428455525410687,empresa,"19636,16"
1276,10789,ES1167972529294376494623,empresa,"91411,92"
1277,9975,ES2837535503878309789275,nómina,"30136,14"
1278,11112,ES7369072202073891561976,ahorro,"29352,68"
1279,8961,ES7674891695576367715632,nómina,"71961,68"
1280,2385,ES7098754430005332997074,ahorro,"59327,48"
1281,8012,ES5794354067822509654509,empresa,"41699,94"
1282,4782,ES5489602823378130382737,ahorro,"54572,04"
1283,1459,ES7501040747298673691528,empresa,"14101,03"
1284,7075,ES5466343187044965729585,empresa,"1931,43"
1285,7043,ES4218499963086448354606,nómina,"69062,49"
1286,969,ES5261280218034079446676,nómina,"85187,33"
1287,1139,ES2028876872384282333097,nómina,"33460,53"
1288,7338,ES2181096624259242685335,ahorro,"51181,52"
1289,1655,ES5867385016171917521333,empresa,"21959,67"
1290,3426,ES8527711640220524181751,nómina,"54538,67"
1291,2837,ES7970340417074121600468,empresa,"87931,46"
1292,9793,ES4264053008406263323083,nómina,"35599,43"
1293,9081,ES5195076435869952603176,empresa,"64186,3"
1294,2109,ES1681518094937576043453,empresa,"68487,85"
1295,4978,ES2590957343863277468994,empresa,"29540,29"
1296,837,ES3008912482823750789583,ahorro,"35901,19"
1297,8095,ES8947542155808887179551,ahorro,"91596,75"
1298,10237,ES5679680978804815484091,nómina,"62007,15"
1299,6344,ES3703448264804861360508,nómina,"75551,04"
1300,10854,ES2893992929942634935361,empresa,"46116,3"
1301,2414,ES5995338693003914214027,empresa,"33275,16"
1302,1930,ES8881757471346213699500,nómina,"26547,4"
1303,4824,ES1205931795275226545005,empresa,"97982,33"
1304,5660,ES3207661645397066536922,ahorro,"86404,41"
1305,2841,ES7293186840501285718270,ahorro,"4013,61"
1306,602,ES8246564962390402587193,empresa,"73176,19"
1307,6943,ES9396866422262632086669,empresa,"59793,79"
1308,3206,ES5389536878563837185567,ahorro,"38433,27"
1309,2312,ES9099109033645587167163,ahorro,"9454,64"
1310,10104,ES3319428456795851544440,nómina,"56776,72"
1311,8140,ES5891319903103381263002,nómina,"21116,05"
1312,12314,ES5996919896037710635375,empresa,"67182,92"
1313,6561,ES4666300866163539601998,empresa,"6962,94"
1314,11055,ES4771955513126105574178,nómina,"76810,3"
1315,8539,ES4875721669034468724447,ahorro,"22378,79"
1316,11114,ES2644954122541278711837,ahorro,"38725,38"
1317,8399,ES8408650477628349251003,empresa,"44221,55"
1318,4538,ES4556190461442643064645,empresa,"47755,67"
1319,942,ES3250775268226656660208,empresa,"3238,79"
1320,9129,ES6465638792198858248586,ahorro,"1535,86"
1321,11528,ES3915144261215917636577,nómina,"68071,25"
1322,6837,ES4263007966154267771851,empresa,"15643,5"
1323,1426,ES1605834555256595643446,ahorro,"31217,13"
1324,904,ES3589267993785972594961,ahorro,"67005,11"
1325,6111,ES4823524869519343972684,nómina,"15732,6"
1326,6991,ES3535203604408824490455,empresa,"2185,54"
1327,3471,ES2857451250580578585333,nómina,"44796,1"
1328,3264,ES5458760073754326118976,nómina,"25967,24"
1329,9757,ES5539590339407932169909,nómina,"12298,21"
1330,9005,ES1362308911471615509186,ahorro,"86195,97"
1331,7687,ES2072423018377788456550,ahorro,"15277,34"
1332,2015,ES1945617118952166853653,empresa,"1327,24"
1333,2012,ES6989737017755251219311,empresa,"42145,47"
1334,10971,ES1485061455105497048659,empresa,"98670,29"
1335,3291,ES7532993602142935777349,empresa,"71270,86"
1336,9365,ES8094258543383113317827,nómina,"47130,65"
1337,2793,ES4517254537944774827256,nómina,"58406,64"
1338,2413,ES5272674906946382446689,nómina,"10622,87"
1339,11868,ES1920849351645749617559,ahorro,"44707,58"
1340,10413,ES8569731890540395838323,empresa,"53475,01"
1341,3973,ES2877489595429297085977,ahorro,"33056,6"
1342,5946,ES3641368989571693724310,ahorro,"76613,55"
1343,9655,ES6863803205054928964917,ahorro,"46516,95"
1344,1155,ES6671108868105324270458,ahorro,"29915,62"
1345,5557,ES6926579866002422583163,ahorro,"9900,67"
1346,11704,ES5691795204255506936028,nómina,"46434,43"
1347,4423,ES4142405738942236116554,empresa,"54339,2"
1348,9171,ES5646557375915221690317,empresa,"57974,02"
1349,8870,ES1607304188153349690285,ahorro,"28155,53"
1350,5667,ES2115168867896997225825,nómina,"96122,16"
1351,10846,ES4194234243925467975552,ahorro,"61060,59"
1352,11839,ES4466736995475946962994,nómina,"85343,66"
1353,7458,ES4559571623127446563945,nómina,"65708,94"
1354,8539,ES3572435269673119290330,nómina,"43172,96"
1355,8520,ES8206514083938518960483,empresa,"39732,84"
1356,12160,ES3598754405437106957951,ahorro,"69318,82"
1357,10218,ES3118146521692457166914,nómina,"62926,65"
1358,4095,ES2303983029406117232413,nómina,"67028,22"
1359,2335,ES2053380882394550824147,empresa,"48157,84"
1360,9999,ES1414952091741415739667,ahorro,"35543,03"
1361,1354,ES8034909008711468210911,empresa,"67412,61"
1362,4703,ES4303598315345403496243,ahorro,"58203,47"
1363,11181,ES5823165434330814746358,ahorro,"72513,89"
1364,1864,ES6385089589982639734646,ahorro,"89375,59"
1365,11570,ES6666912850325045259691,nómina,10643
1366,4975,ES1908659373363504874705,ahorro,"52093,66"
1367,7472,ES5293992733599619962896,nómina,"68669,18"
1368,10881,ES3403223306011669227621,ahorro,"76306,31"
1369,2782,ES8598189251308153242093,empresa,"67996,68"
1370,9208,ES7185874352384523504791,empresa,"76867,79"
1371,25,ES7143374643519000645942,nómina,"52986,66"
1372,2734,ES7890546328077202227224,nómina,"43425,79"
1373,4017,ES5907832083299459737777,ahorro,"74744,11"
1374,9683,ES2994862302766100217588,empresa,"90511,56"
1375,8393,ES2384324386849370449768,ahorro,"76592,91"
1376,8460,ES1200206656269437744933,empresa,"21350,86"
1377,9509,ES4796953480412732311023,ahorro,"4731,76"
1378,10909,ES2371939775758257681007,empresa,"28961,25"
1379,5040,ES6049911503943025209653,ahorro,"59281,71"
1380,7769,ES8698226183989951631685,nómina,"37521,72"
1381,3003,ES5151393055155279008094,nómina,"95117,57"
1382,5006,ES6909344383730012563322,nómina,"19100,04"
1383,4601,ES9492823230671024853838,empresa,"51434,58"
1384,11814,ES7217971922518929820410,nómina,"20501,1"
1385,9486,ES3015603542362763162104,empresa,"19368,75"
1386,9939,ES4402277923389618212574,empresa,"32798,52"
1387,5518,ES2706841637223800930578,ahorro,"46489,49"
